record_id,date_reported,lob,region,control_id,control_type,control_failed,delayed_attestation_count,threshold_breach,approval_delay_hrs,manager_override_flag,prior_incident_flag,audit_flagged_comment,risk_rating,regulatory_breach
rec_02222,20-08-2023,Treasury,NA,CTL-795,Preventive,TRUE,2,FALSE,1.8,FALSE,FALSE,FALSE,Medium,TRUE
rec_02223,15-10-2024,Risk Management,LATAM,CTL-355,Corrective,FALSE,1,FALSE,18.5,FALSE,FALSE,FALSE,Low,FALSE
rec_02224,27-08-2023,Retail Banking,LATAM,CTL-951,Detective,FALSE,0,FALSE,20.2,FALSE,FALSE,FALSE,Low,FALSE
rec_02225,23-02-2023,Compliance,APAC,CTL-652,Preventive,TRUE,1,TRUE,27.8,TRUE,TRUE,FALSE,Medium,TRUE
rec_02226,13-04-2023,Global Markets,EMEA,CTL-971,Preventive,FALSE,1,TRUE,29.7,TRUE,FALSE,FALSE,High,TRUE
rec_02227,28-02-2024,Compliance,EMEA,CTL-884,Preventive,FALSE,0,TRUE,27.3,FALSE,FALSE,FALSE,Low,FALSE
rec_02228,05-12-2023,Risk Management,NA,CTL-978,Preventive,FALSE,0,FALSE,15.1,FALSE,FALSE,FALSE,Medium,TRUE
rec_02229,28-04-2024,Risk Management,EMEA,CTL-220,Corrective,FALSE,2,FALSE,17.7,TRUE,FALSE,FALSE,Medium,TRUE
rec_02230,13-04-2023,Compliance,EMEA,CTL-397,Corrective,FALSE,1,FALSE,9,FALSE,FALSE,FALSE,High,FALSE
rec_02231,28-11-2024,Risk Management,EMEA,CTL-406,Preventive,TRUE,0,FALSE,24.7,FALSE,FALSE,FALSE,Low,FALSE
rec_02232,21-05-2023,Treasury,LATAM,CTL-594,Detective,FALSE,0,FALSE,20.3,FALSE,FALSE,FALSE,High,FALSE
rec_02233,06-01-2023,Treasury,APAC,CTL-400,Detective,TRUE,2,FALSE,29.3,FALSE,FALSE,FALSE,Low,FALSE
rec_02234,17-07-2024,Risk Management,LATAM,CTL-371,Preventive,TRUE,0,FALSE,31,FALSE,FALSE,FALSE,Medium,TRUE
rec_02235,11-06-2023,Risk Management,LATAM,CTL-318,Preventive,FALSE,3,FALSE,20.7,FALSE,FALSE,TRUE,Low,FALSE
rec_02236,21-02-2024,Treasury,APAC,CTL-102,Detective,TRUE,2,FALSE,26.8,FALSE,FALSE,FALSE,Medium,TRUE
rec_02237,30-10-2024,Risk Management,LATAM,CTL-855,Preventive,FALSE,1,FALSE,21.8,FALSE,FALSE,FALSE,Low,FALSE
rec_02238,02-05-2024,Risk Management,NA,CTL-746,Preventive,FALSE,0,TRUE,12.9,FALSE,FALSE,FALSE,Low,FALSE
rec_02239,03-05-2024,Compliance,NA,CTL-682,Corrective,TRUE,3,FALSE,16,FALSE,FALSE,FALSE,Medium,TRUE
rec_02240,28-10-2024,Global Markets,LATAM,CTL-503,Corrective,TRUE,1,FALSE,1.3,FALSE,TRUE,FALSE,Medium,TRUE
rec_02241,24-07-2023,Treasury,EMEA,CTL-322,Preventive,FALSE,0,FALSE,20,FALSE,TRUE,FALSE,Low,FALSE
rec_02242,22-10-2023,Compliance,LATAM,CTL-412,Preventive,FALSE,1,TRUE,18.1,FALSE,TRUE,FALSE,High,FALSE
rec_02243,25-11-2023,Global Markets,EMEA,CTL-758,Corrective,FALSE,0,TRUE,13,FALSE,TRUE,FALSE,Medium,FALSE
rec_02244,20-10-2023,Risk Management,LATAM,CTL-627,Preventive,FALSE,1,FALSE,32.2,FALSE,TRUE,TRUE,Low,FALSE
rec_02245,23-10-2024,Risk Management,NA,CTL-945,Corrective,TRUE,3,TRUE,29.3,FALSE,FALSE,TRUE,Medium,TRUE
rec_02246,02-03-2023,Compliance,EMEA,CTL-136,Corrective,TRUE,0,TRUE,29.5,FALSE,FALSE,FALSE,Low,FALSE
rec_02247,02-04-2023,Risk Management,NA,CTL-574,Detective,FALSE,2,TRUE,30.9,FALSE,FALSE,FALSE,Medium,FALSE
rec_02248,29-10-2024,Retail Banking,LATAM,CTL-732,Corrective,TRUE,1,TRUE,24,TRUE,TRUE,TRUE,Medium,TRUE
rec_02249,10-08-2024,Compliance,APAC,CTL-968,Detective,FALSE,0,FALSE,23.9,FALSE,FALSE,TRUE,Medium,TRUE
rec_02250,26-08-2023,Global Markets,EMEA,CTL-599,Detective,FALSE,2,FALSE,32.3,TRUE,TRUE,TRUE,Medium,FALSE
rec_02251,01-07-2024,Compliance,EMEA,CTL-158,Corrective,FALSE,2,TRUE,30.7,FALSE,FALSE,FALSE,High,FALSE
rec_02252,08-02-2023,Treasury,LATAM,CTL-464,Preventive,FALSE,1,FALSE,34.3,FALSE,TRUE,TRUE,Low,FALSE
rec_02253,29-06-2023,Compliance,LATAM,CTL-106,Corrective,FALSE,1,FALSE,23.6,FALSE,TRUE,FALSE,Low,FALSE
rec_02254,03-03-2024,Risk Management,EMEA,CTL-730,Detective,FALSE,1,FALSE,14.1,TRUE,FALSE,FALSE,Low,FALSE
rec_02255,30-06-2023,Risk Management,APAC,CTL-571,Corrective,FALSE,1,FALSE,26.4,TRUE,FALSE,FALSE,Low,FALSE
rec_02256,07-02-2023,Retail Banking,LATAM,CTL-436,Corrective,FALSE,1,TRUE,18.2,TRUE,FALSE,FALSE,High,FALSE
rec_02257,11-02-2024,Retail Banking,LATAM,CTL-405,Detective,FALSE,1,FALSE,30.5,TRUE,FALSE,FALSE,Low,FALSE
rec_02258,22-05-2024,Retail Banking,LATAM,CTL-462,Corrective,FALSE,1,FALSE,26.9,FALSE,FALSE,FALSE,Medium,FALSE
rec_02259,10-07-2023,Global Markets,APAC,CTL-209,Corrective,FALSE,3,FALSE,24.5,FALSE,FALSE,FALSE,High,FALSE
rec_02260,24-10-2023,Retail Banking,EMEA,CTL-105,Detective,FALSE,0,TRUE,20.1,TRUE,TRUE,TRUE,Medium,FALSE
rec_02261,08-02-2023,Global Markets,NA,CTL-458,Preventive,TRUE,0,TRUE,34,FALSE,TRUE,FALSE,Low,TRUE
rec_02262,10-01-2023,Retail Banking,LATAM,CTL-839,Detective,TRUE,3,TRUE,33.2,FALSE,TRUE,FALSE,High,TRUE
rec_02263,02-11-2023,Global Markets,APAC,CTL-290,Detective,TRUE,2,TRUE,18.4,FALSE,FALSE,FALSE,Medium,TRUE
rec_02264,04-08-2024,Compliance,EMEA,CTL-511,Corrective,TRUE,0,TRUE,11.7,FALSE,FALSE,FALSE,High,FALSE
rec_02265,09-09-2024,Compliance,EMEA,CTL-463,Detective,FALSE,1,TRUE,25.8,FALSE,FALSE,FALSE,Medium,FALSE
rec_02266,20-04-2023,Risk Management,APAC,CTL-109,Corrective,TRUE,1,FALSE,35.9,FALSE,FALSE,FALSE,High,FALSE
rec_02267,10-12-2023,Global Markets,LATAM,CTL-203,Corrective,FALSE,3,FALSE,11.4,FALSE,TRUE,FALSE,High,FALSE
rec_02268,19-10-2023,Treasury,NA,CTL-541,Corrective,FALSE,0,FALSE,28.7,FALSE,TRUE,TRUE,Low,FALSE
rec_02269,10-04-2024,Risk Management,LATAM,CTL-603,Detective,TRUE,3,TRUE,15.8,FALSE,FALSE,FALSE,Medium,FALSE
rec_02270,18-10-2024,Compliance,EMEA,CTL-302,Detective,TRUE,0,FALSE,13.8,FALSE,TRUE,FALSE,Low,FALSE
rec_02271,10-07-2024,Global Markets,NA,CTL-186,Corrective,FALSE,0,FALSE,33.3,FALSE,FALSE,FALSE,Low,FALSE
rec_02272,20-06-2024,Retail Banking,LATAM,CTL-641,Preventive,FALSE,0,TRUE,30.5,FALSE,TRUE,FALSE,Medium,FALSE
rec_02273,20-05-2024,Treasury,NA,CTL-626,Preventive,FALSE,2,TRUE,22.5,TRUE,FALSE,FALSE,Low,FALSE
rec_02274,18-05-2023,Compliance,APAC,CTL-257,Detective,FALSE,3,TRUE,31.9,FALSE,FALSE,TRUE,Medium,FALSE
rec_02275,31-05-2024,Risk Management,LATAM,CTL-520,Corrective,FALSE,0,FALSE,30.8,FALSE,FALSE,FALSE,Low,FALSE
rec_02276,24-04-2024,Global Markets,EMEA,CTL-226,Corrective,FALSE,2,TRUE,9.1,TRUE,FALSE,FALSE,High,FALSE
rec_02277,07-10-2023,Treasury,EMEA,CTL-599,Detective,TRUE,4,TRUE,24.8,TRUE,FALSE,FALSE,Medium,FALSE
rec_02278,17-07-2023,Global Markets,NA,CTL-107,Preventive,FALSE,0,FALSE,38.1,FALSE,FALSE,FALSE,High,FALSE
rec_02279,26-04-2023,Retail Banking,APAC,CTL-259,Detective,TRUE,0,FALSE,28.7,FALSE,TRUE,FALSE,Low,FALSE
rec_02280,05-12-2023,Risk Management,LATAM,CTL-887,Detective,FALSE,0,FALSE,-2.2,TRUE,FALSE,FALSE,Medium,FALSE
rec_02281,16-06-2023,Global Markets,APAC,CTL-772,Corrective,FALSE,0,FALSE,13.3,FALSE,TRUE,FALSE,High,FALSE
rec_02282,14-04-2024,Compliance,APAC,CTL-356,Detective,FALSE,1,TRUE,34,FALSE,FALSE,FALSE,Low,FALSE
rec_02283,25-10-2024,Risk Management,NA,CTL-331,Preventive,TRUE,2,FALSE,18.4,FALSE,FALSE,FALSE,Medium,TRUE
rec_02284,21-09-2023,Compliance,NA,CTL-581,Detective,FALSE,1,FALSE,35.2,FALSE,TRUE,FALSE,Low,FALSE
rec_02285,10-07-2023,Global Markets,LATAM,CTL-504,Corrective,FALSE,1,FALSE,44.5,FALSE,TRUE,FALSE,High,FALSE
rec_02286,15-01-2023,Risk Management,EMEA,CTL-483,Preventive,FALSE,1,FALSE,21.6,FALSE,FALSE,FALSE,Medium,FALSE
rec_02287,12-12-2023,Compliance,LATAM,CTL-406,Corrective,TRUE,0,TRUE,17.8,FALSE,TRUE,FALSE,Medium,TRUE
rec_02288,30-10-2023,Retail Banking,APAC,CTL-473,Detective,FALSE,0,TRUE,13.9,FALSE,FALSE,FALSE,Low,FALSE
rec_02289,04-08-2024,Retail Banking,NA,CTL-538,Detective,FALSE,2,TRUE,31.6,FALSE,FALSE,FALSE,High,FALSE
rec_02290,21-11-2024,Global Markets,APAC,CTL-286,Detective,FALSE,0,TRUE,18,FALSE,TRUE,FALSE,Low,FALSE
rec_02291,17-07-2023,Risk Management,NA,CTL-649,Corrective,FALSE,1,TRUE,20,FALSE,FALSE,FALSE,Low,FALSE
rec_02292,29-06-2023,Treasury,EMEA,CTL-931,Detective,FALSE,2,TRUE,12.9,FALSE,TRUE,FALSE,Low,TRUE
rec_02293,17-09-2024,Risk Management,APAC,CTL-375,Preventive,TRUE,0,FALSE,19.7,FALSE,FALSE,FALSE,High,TRUE
rec_02294,16-10-2024,Retail Banking,NA,CTL-211,Preventive,TRUE,1,TRUE,16.9,FALSE,TRUE,FALSE,Low,TRUE
rec_02295,20-02-2024,Compliance,LATAM,CTL-549,Corrective,FALSE,2,FALSE,4.2,FALSE,TRUE,FALSE,Low,FALSE
rec_02296,13-03-2024,Treasury,LATAM,CTL-772,Corrective,FALSE,0,FALSE,15.6,FALSE,TRUE,TRUE,Low,FALSE
rec_02297,11-06-2024,Global Markets,LATAM,CTL-959,Corrective,TRUE,1,FALSE,31.5,FALSE,FALSE,FALSE,Low,FALSE
rec_02298,02-12-2023,Treasury,APAC,CTL-549,Detective,FALSE,1,FALSE,37.5,FALSE,TRUE,FALSE,Low,FALSE
rec_02299,30-03-2023,Global Markets,NA,CTL-265,Preventive,FALSE,0,FALSE,22.9,FALSE,TRUE,FALSE,High,FALSE
rec_02300,15-02-2024,Treasury,NA,CTL-243,Preventive,TRUE,1,FALSE,24.3,FALSE,FALSE,FALSE,Low,FALSE
rec_02301,16-11-2024,Global Markets,NA,CTL-462,Preventive,FALSE,0,FALSE,26.9,FALSE,TRUE,TRUE,High,FALSE
rec_02302,08-04-2023,Global Markets,APAC,CTL-865,Corrective,TRUE,0,FALSE,43.6,FALSE,FALSE,FALSE,Low,TRUE
rec_02303,09-07-2023,Treasury,NA,CTL-544,Corrective,TRUE,2,FALSE,13.9,FALSE,TRUE,FALSE,Low,FALSE
rec_02304,24-05-2023,Treasury,EMEA,CTL-105,Detective,FALSE,1,FALSE,11.4,FALSE,FALSE,FALSE,High,FALSE
rec_02305,03-05-2024,Global Markets,APAC,CTL-467,Corrective,FALSE,0,TRUE,23.5,FALSE,FALSE,FALSE,Low,FALSE
rec_02306,28-11-2023,Retail Banking,EMEA,CTL-991,Preventive,TRUE,2,TRUE,27.9,TRUE,FALSE,FALSE,Low,FALSE
rec_02307,12-09-2023,Treasury,EMEA,CTL-826,Detective,FALSE,0,FALSE,23.7,TRUE,FALSE,FALSE,Low,FALSE
rec_02308,07-01-2023,Risk Management,LATAM,CTL-303,Corrective,TRUE,0,FALSE,10.4,FALSE,FALSE,FALSE,Low,FALSE
rec_02309,25-09-2023,Compliance,APAC,CTL-213,Corrective,TRUE,1,TRUE,32.8,FALSE,FALSE,FALSE,Low,FALSE
rec_02310,28-01-2024,Global Markets,NA,CTL-294,Preventive,TRUE,0,TRUE,22.6,FALSE,FALSE,FALSE,Low,FALSE
rec_02311,30-08-2023,Global Markets,EMEA,CTL-391,Detective,TRUE,0,FALSE,29.5,FALSE,FALSE,FALSE,Low,FALSE
rec_02312,02-04-2024,Compliance,APAC,CTL-141,Corrective,TRUE,1,FALSE,39.5,FALSE,TRUE,FALSE,High,TRUE
rec_02313,01-10-2023,Retail Banking,NA,CTL-236,Corrective,FALSE,0,FALSE,9.4,FALSE,FALSE,FALSE,Medium,FALSE
rec_02314,04-12-2023,Compliance,LATAM,CTL-504,Detective,FALSE,1,FALSE,6.8,FALSE,FALSE,FALSE,Low,FALSE
rec_02315,06-11-2023,Treasury,APAC,CTL-531,Detective,TRUE,1,FALSE,29.7,FALSE,FALSE,FALSE,Medium,TRUE
rec_02316,19-08-2024,Compliance,APAC,CTL-861,Corrective,TRUE,0,TRUE,3.7,TRUE,FALSE,FALSE,Low,TRUE
rec_02317,09-08-2024,Global Markets,APAC,CTL-439,Corrective,TRUE,0,FALSE,20,FALSE,FALSE,FALSE,Medium,FALSE
rec_02318,12-01-2023,Compliance,NA,CTL-132,Preventive,FALSE,2,TRUE,18.3,FALSE,FALSE,FALSE,High,TRUE
rec_02319,25-09-2023,Risk Management,EMEA,CTL-264,Detective,TRUE,0,FALSE,27.6,FALSE,FALSE,FALSE,Medium,FALSE
rec_02320,31-10-2024,Treasury,EMEA,CTL-782,Corrective,TRUE,0,FALSE,17.3,TRUE,TRUE,FALSE,Low,FALSE
rec_02321,04-01-2024,Compliance,APAC,CTL-303,Corrective,FALSE,3,FALSE,28.9,FALSE,TRUE,FALSE,Medium,FALSE
rec_02322,10-12-2024,Global Markets,APAC,CTL-590,Corrective,FALSE,0,FALSE,13.3,TRUE,FALSE,FALSE,Medium,FALSE
rec_02323,30-08-2023,Treasury,NA,CTL-781,Corrective,TRUE,1,FALSE,11.6,FALSE,FALSE,FALSE,Low,FALSE
rec_02324,05-03-2023,Global Markets,LATAM,CTL-372,Preventive,FALSE,1,FALSE,24.2,FALSE,TRUE,FALSE,Low,FALSE
rec_02325,14-11-2024,Retail Banking,APAC,CTL-221,Detective,TRUE,0,TRUE,25.1,FALSE,FALSE,FALSE,Low,FALSE
rec_02326,02-05-2023,Risk Management,APAC,CTL-531,Corrective,TRUE,0,FALSE,27,FALSE,FALSE,FALSE,High,FALSE
rec_02327,21-04-2024,Retail Banking,LATAM,CTL-600,Detective,FALSE,1,TRUE,38.8,TRUE,FALSE,FALSE,High,TRUE
rec_02328,11-11-2023,Risk Management,APAC,CTL-663,Detective,FALSE,3,FALSE,36.8,FALSE,FALSE,FALSE,High,FALSE
rec_02329,13-06-2023,Compliance,EMEA,CTL-607,Corrective,FALSE,1,FALSE,28.5,FALSE,FALSE,FALSE,Low,FALSE
rec_02330,20-02-2024,Treasury,APAC,CTL-919,Corrective,TRUE,1,FALSE,32.1,TRUE,FALSE,FALSE,Medium,FALSE
rec_02331,03-12-2024,Compliance,EMEA,CTL-798,Corrective,FALSE,0,FALSE,26.6,FALSE,FALSE,FALSE,Low,FALSE
rec_02332,29-05-2024,Risk Management,NA,CTL-831,Preventive,TRUE,0,TRUE,35.8,FALSE,FALSE,FALSE,High,TRUE
rec_02333,21-12-2024,Risk Management,NA,CTL-230,Corrective,FALSE,2,FALSE,27.6,FALSE,FALSE,FALSE,Low,FALSE
rec_02334,15-11-2023,Risk Management,EMEA,CTL-432,Detective,FALSE,1,FALSE,18.5,TRUE,TRUE,FALSE,Medium,FALSE
rec_02335,07-12-2024,Global Markets,EMEA,CTL-869,Detective,TRUE,0,FALSE,16.5,TRUE,FALSE,FALSE,Medium,TRUE
rec_02336,01-05-2023,Treasury,LATAM,CTL-882,Preventive,FALSE,1,FALSE,35.5,FALSE,FALSE,TRUE,Low,FALSE
rec_02337,16-10-2024,Compliance,EMEA,CTL-899,Corrective,FALSE,0,FALSE,22.2,FALSE,FALSE,FALSE,Low,FALSE
rec_02338,30-10-2023,Compliance,EMEA,CTL-509,Corrective,TRUE,3,FALSE,43.2,FALSE,FALSE,FALSE,Low,FALSE
rec_02339,12-01-2024,Retail Banking,APAC,CTL-613,Preventive,FALSE,0,FALSE,13,FALSE,FALSE,FALSE,Low,FALSE
rec_02340,21-09-2024,Risk Management,LATAM,CTL-843,Preventive,FALSE,0,FALSE,36.5,FALSE,FALSE,FALSE,Low,FALSE
rec_02341,15-08-2023,Risk Management,EMEA,CTL-859,Corrective,TRUE,1,TRUE,19.7,TRUE,FALSE,FALSE,Low,FALSE
rec_02342,13-08-2023,Risk Management,EMEA,CTL-963,Corrective,FALSE,0,FALSE,28.1,TRUE,TRUE,FALSE,Medium,TRUE
rec_02343,17-05-2023,Compliance,EMEA,CTL-945,Detective,FALSE,0,FALSE,11,FALSE,FALSE,FALSE,Low,FALSE
rec_02344,04-05-2024,Retail Banking,APAC,CTL-498,Corrective,FALSE,1,FALSE,5.6,FALSE,FALSE,FALSE,Low,FALSE
rec_02345,06-06-2023,Global Markets,APAC,CTL-234,Corrective,FALSE,0,FALSE,38.8,FALSE,TRUE,FALSE,High,FALSE
rec_02346,10-04-2024,Treasury,APAC,CTL-212,Detective,FALSE,1,FALSE,19.6,FALSE,FALSE,FALSE,Low,FALSE
rec_02347,12-09-2024,Global Markets,NA,CTL-210,Detective,TRUE,0,FALSE,33.9,FALSE,TRUE,TRUE,Low,FALSE
rec_02348,18-01-2024,Compliance,APAC,CTL-911,Detective,FALSE,0,FALSE,17.4,FALSE,FALSE,FALSE,Low,FALSE
rec_02349,01-03-2024,Risk Management,EMEA,CTL-121,Detective,TRUE,1,FALSE,33.9,FALSE,FALSE,FALSE,Medium,TRUE
rec_02350,19-12-2024,Treasury,APAC,CTL-229,Preventive,TRUE,0,FALSE,19.7,FALSE,FALSE,FALSE,Medium,FALSE
rec_02351,16-07-2024,Compliance,APAC,CTL-259,Detective,TRUE,0,FALSE,11.9,FALSE,FALSE,FALSE,High,TRUE
rec_02352,27-04-2024,Compliance,LATAM,CTL-452,Preventive,FALSE,1,FALSE,30.5,TRUE,FALSE,FALSE,Low,FALSE
rec_02353,04-07-2024,Compliance,EMEA,CTL-612,Detective,FALSE,2,FALSE,33.4,FALSE,FALSE,FALSE,Medium,FALSE
rec_02354,11-11-2024,Treasury,APAC,CTL-113,Detective,TRUE,0,FALSE,30.4,TRUE,TRUE,FALSE,Low,TRUE
rec_02355,12-08-2023,Treasury,NA,CTL-885,Detective,FALSE,3,FALSE,22.6,TRUE,FALSE,FALSE,Low,FALSE
rec_02356,11-09-2023,Retail Banking,LATAM,CTL-800,Corrective,TRUE,0,TRUE,6.5,TRUE,TRUE,FALSE,High,FALSE
rec_02357,27-11-2024,Retail Banking,APAC,CTL-342,Preventive,FALSE,1,TRUE,13.3,FALSE,FALSE,FALSE,Low,FALSE
rec_02358,02-09-2024,Global Markets,LATAM,CTL-153,Detective,FALSE,1,FALSE,17,FALSE,TRUE,FALSE,Low,FALSE
rec_02359,25-03-2023,Treasury,LATAM,CTL-794,Corrective,TRUE,0,FALSE,21.4,FALSE,FALSE,FALSE,High,FALSE
rec_02360,22-06-2024,Treasury,NA,CTL-949,Preventive,TRUE,0,FALSE,35.3,TRUE,FALSE,FALSE,High,FALSE
rec_02361,02-04-2024,Treasury,NA,CTL-450,Preventive,TRUE,0,TRUE,22.8,FALSE,FALSE,FALSE,Low,FALSE
rec_02362,24-06-2024,Retail Banking,NA,CTL-539,Corrective,TRUE,2,FALSE,2.9,FALSE,TRUE,FALSE,Low,FALSE
rec_02363,21-12-2024,Compliance,EMEA,CTL-711,Preventive,FALSE,1,FALSE,-1.9,FALSE,FALSE,FALSE,Low,FALSE
rec_02364,06-01-2024,Risk Management,LATAM,CTL-855,Corrective,TRUE,0,FALSE,17.1,FALSE,FALSE,FALSE,Medium,FALSE
rec_02365,21-03-2023,Retail Banking,APAC,CTL-108,Detective,FALSE,0,FALSE,18.9,FALSE,TRUE,TRUE,High,FALSE
rec_02366,31-07-2024,Treasury,NA,CTL-544,Corrective,FALSE,0,FALSE,27.6,FALSE,TRUE,FALSE,High,FALSE
rec_02367,25-04-2023,Retail Banking,NA,CTL-591,Preventive,FALSE,2,FALSE,9.5,FALSE,TRUE,FALSE,High,FALSE
rec_02368,05-03-2023,Global Markets,LATAM,CTL-396,Preventive,TRUE,1,FALSE,10.2,TRUE,TRUE,FALSE,High,TRUE
rec_02369,14-07-2024,Treasury,LATAM,CTL-388,Detective,FALSE,0,FALSE,28.5,FALSE,TRUE,FALSE,High,FALSE
rec_02370,01-06-2024,Global Markets,LATAM,CTL-597,Corrective,FALSE,0,TRUE,37.3,TRUE,FALSE,FALSE,High,TRUE
rec_02371,27-07-2023,Treasury,APAC,CTL-184,Detective,FALSE,1,FALSE,4.4,FALSE,TRUE,FALSE,High,FALSE
rec_02372,09-08-2024,Retail Banking,EMEA,CTL-879,Corrective,FALSE,0,FALSE,16.3,TRUE,FALSE,FALSE,Low,FALSE
rec_02373,03-07-2024,Compliance,EMEA,CTL-539,Corrective,TRUE,1,FALSE,35.1,TRUE,FALSE,FALSE,Low,FALSE
rec_02374,03-06-2023,Risk Management,NA,CTL-353,Corrective,TRUE,0,FALSE,33.3,FALSE,FALSE,FALSE,Low,FALSE
rec_02375,18-06-2023,Global Markets,EMEA,CTL-732,Detective,FALSE,2,TRUE,14.7,FALSE,FALSE,FALSE,Low,FALSE
rec_02376,02-12-2023,Retail Banking,APAC,CTL-256,Detective,FALSE,1,FALSE,35.6,TRUE,FALSE,FALSE,Low,FALSE
rec_02377,16-06-2024,Compliance,EMEA,CTL-846,Preventive,FALSE,2,FALSE,24.4,FALSE,FALSE,FALSE,High,FALSE
rec_02378,28-03-2024,Retail Banking,APAC,CTL-623,Detective,TRUE,0,FALSE,30.6,FALSE,FALSE,FALSE,High,FALSE
rec_02379,30-04-2023,Global Markets,NA,CTL-291,Corrective,FALSE,1,TRUE,17,TRUE,FALSE,FALSE,Low,FALSE
rec_02380,27-11-2024,Risk Management,LATAM,CTL-355,Corrective,TRUE,0,TRUE,26.9,TRUE,FALSE,FALSE,Medium,FALSE
rec_02381,30-07-2023,Retail Banking,APAC,CTL-387,Corrective,TRUE,1,FALSE,12.3,FALSE,TRUE,FALSE,High,FALSE
rec_02382,20-08-2024,Treasury,LATAM,CTL-885,Detective,FALSE,0,FALSE,18.5,FALSE,FALSE,FALSE,Low,FALSE
rec_02383,15-05-2024,Compliance,NA,CTL-217,Preventive,TRUE,2,FALSE,21,FALSE,FALSE,FALSE,High,FALSE
rec_02384,04-04-2023,Retail Banking,APAC,CTL-984,Detective,FALSE,2,FALSE,25.4,TRUE,TRUE,FALSE,Low,FALSE
rec_02385,06-06-2024,Compliance,APAC,CTL-369,Preventive,FALSE,1,FALSE,48.1,FALSE,TRUE,FALSE,Low,FALSE
rec_02386,01-04-2024,Treasury,EMEA,CTL-817,Detective,FALSE,1,FALSE,49.6,FALSE,FALSE,FALSE,High,TRUE
rec_02387,26-02-2023,Risk Management,APAC,CTL-353,Corrective,FALSE,0,FALSE,20.1,FALSE,TRUE,FALSE,Low,FALSE
rec_02388,09-04-2024,Risk Management,NA,CTL-782,Preventive,FALSE,4,FALSE,38.8,FALSE,FALSE,FALSE,Low,FALSE
rec_02389,16-05-2023,Treasury,LATAM,CTL-940,Detective,TRUE,3,FALSE,12.9,FALSE,FALSE,FALSE,Medium,FALSE
rec_02390,09-06-2024,Compliance,APAC,CTL-539,Corrective,FALSE,1,FALSE,28,FALSE,FALSE,TRUE,High,FALSE
rec_02391,01-03-2024,Retail Banking,NA,CTL-303,Preventive,FALSE,0,TRUE,17.1,FALSE,FALSE,FALSE,Medium,FALSE
rec_02392,12-04-2024,Treasury,NA,CTL-585,Preventive,FALSE,1,FALSE,19.5,TRUE,FALSE,FALSE,High,FALSE
rec_02393,31-07-2024,Global Markets,APAC,CTL-823,Corrective,FALSE,0,FALSE,50.6,FALSE,FALSE,FALSE,Low,FALSE
rec_02394,01-03-2023,Compliance,EMEA,CTL-901,Corrective,TRUE,4,FALSE,20.1,FALSE,FALSE,FALSE,Low,FALSE
rec_02395,26-07-2024,Risk Management,APAC,CTL-929,Detective,TRUE,0,FALSE,17.5,FALSE,FALSE,FALSE,Low,FALSE
rec_02396,18-04-2024,Treasury,APAC,CTL-205,Detective,TRUE,0,FALSE,14,TRUE,FALSE,TRUE,High,TRUE
rec_02397,19-11-2024,Risk Management,EMEA,CTL-817,Corrective,FALSE,1,FALSE,16.3,TRUE,FALSE,FALSE,Low,FALSE
rec_02398,12-11-2023,Compliance,NA,CTL-847,Detective,FALSE,1,FALSE,9.8,FALSE,TRUE,FALSE,High,FALSE
rec_02399,23-01-2023,Risk Management,APAC,CTL-614,Corrective,FALSE,0,FALSE,26.2,TRUE,FALSE,FALSE,Low,FALSE
rec_02400,10-02-2024,Treasury,EMEA,CTL-725,Corrective,FALSE,1,TRUE,26,FALSE,FALSE,FALSE,Low,FALSE
rec_02401,18-09-2023,Compliance,LATAM,CTL-285,Detective,FALSE,1,FALSE,27.4,FALSE,FALSE,FALSE,Low,FALSE
rec_02402,04-01-2023,Global Markets,LATAM,CTL-293,Detective,TRUE,1,TRUE,23.9,FALSE,FALSE,FALSE,Low,FALSE
rec_02403,12-08-2023,Treasury,EMEA,CTL-975,Preventive,TRUE,1,FALSE,18.3,FALSE,FALSE,TRUE,High,TRUE
rec_02404,15-08-2024,Retail Banking,NA,CTL-705,Preventive,FALSE,0,FALSE,17.4,FALSE,FALSE,FALSE,Medium,FALSE
rec_02405,16-03-2023,Treasury,EMEA,CTL-744,Detective,FALSE,3,TRUE,25.6,FALSE,FALSE,FALSE,Low,FALSE
rec_02406,16-02-2023,Compliance,NA,CTL-749,Detective,TRUE,1,FALSE,23.5,FALSE,FALSE,FALSE,Medium,FALSE
rec_02407,09-03-2024,Treasury,LATAM,CTL-252,Detective,FALSE,0,FALSE,17.6,TRUE,FALSE,TRUE,Medium,FALSE
rec_02408,19-12-2023,Global Markets,APAC,CTL-334,Preventive,TRUE,1,FALSE,21.1,FALSE,FALSE,FALSE,Medium,TRUE
rec_02409,18-12-2024,Global Markets,EMEA,CTL-223,Detective,FALSE,2,FALSE,39.4,TRUE,TRUE,FALSE,High,FALSE
rec_02410,07-03-2023,Retail Banking,LATAM,CTL-235,Preventive,TRUE,0,TRUE,43.7,FALSE,FALSE,FALSE,Low,FALSE
rec_02411,08-07-2024,Risk Management,APAC,CTL-510,Preventive,FALSE,1,TRUE,21.8,FALSE,TRUE,FALSE,Low,FALSE
rec_02412,03-03-2023,Compliance,LATAM,CTL-139,Preventive,TRUE,3,TRUE,16.7,FALSE,FALSE,FALSE,Medium,FALSE
